filename,width,height,class,xmin,ymin,xmax,ymax
PUZZLE_OFFICE_H_B_frame_0082.jpg,1280,720,hand,99,572,345,714
PUZZLE_OFFICE_H_B_frame_0082.jpg,1280,720,hand,635,170,772,326
PUZZLE_OFFICE_H_B_frame_0082.jpg,1280,720,hand,286,140,427,286
CARDS_LIVINGROOM_H_S_frame_1765.jpg,1280,720,hand,62,544,308,718
CARDS_LIVINGROOM_H_S_frame_1765.jpg,1280,720,hand,639,585,897,719
CARDS_LIVINGROOM_H_S_frame_1765.jpg,1280,720,hand,752,336,913,460
CARDS_LIVINGROOM_H_S_frame_1765.jpg,1280,720,hand,545,354,717,491
JENGA_LIVINGROOM_B_H_frame_0283.jpg,1280,720,hand,70,635,373,718
JENGA_LIVINGROOM_B_H_frame_0283.jpg,1280,720,hand,840,586,1083,717
JENGA_LIVINGROOM_B_H_frame_0283.jpg,1280,720,hand,698,411,813,532
JENGA_LIVINGROOM_B_H_frame_0283.jpg,1280,720,hand,303,411,514,632
CHESS_COURTYARD_S_H_frame_1319.jpg,1280,720,hand,448,72,645,193
CHESS_COURTYARD_S_H_frame_1319.jpg,1280,720,hand,191,61,412,204
CHESS_COURTYARD_T_B_frame_1298.jpg,1280,720,hand,1,482,251,718
CHESS_COURTYARD_T_B_frame_1298.jpg,1280,720,hand,386,658,610,717
CHESS_COURTYARD_T_B_frame_1298.jpg,1280,720,hand,707,113,862,239
CHESS_COURTYARD_T_B_frame_1298.jpg,1280,720,hand,331,140,511,263
PUZZLE_OFFICE_S_T_frame_0786.jpg,1280,720,hand,1109,144,1277,363
PUZZLE_OFFICE_S_T_frame_0786.jpg,1280,720,hand,823,102,1011,346
CHESS_COURTYARD_S_H_frame_2482.jpg,1280,720,hand,366,147,514,238
CHESS_COURTYARD_S_H_frame_2482.jpg,1280,720,hand,460,73,746,326
CARDS_OFFICE_T_H_frame_2172.jpg,1280,720,hand,179,605,465,719
CARDS_OFFICE_T_H_frame_2172.jpg,1280,720,hand,533,552,772,719
CARDS_OFFICE_T_H_frame_2172.jpg,1280,720,hand,544,145,703,238
CARDS_OFFICE_T_H_frame_2172.jpg,1280,720,hand,378,47,535,189
CHESS_COURTYARD_S_H_frame_2499.jpg,1280,720,hand,366,165,476,239
CHESS_COURTYARD_S_H_frame_2499.jpg,1280,720,hand,459,103,729,344
CHESS_COURTYARD_B_T_frame_2397.jpg,1280,720,hand,942,687,1095,718
CHESS_COURTYARD_B_T_frame_2397.jpg,1280,720,hand,720,317,865,431
CHESS_COURTYARD_B_T_frame_2397.jpg,1280,720,hand,561,284,725,403
CHESS_LIVINGROOM_B_S_frame_1765.jpg,1280,720,hand,598,444,1096,716
CHESS_LIVINGROOM_B_S_frame_1765.jpg,1280,720,hand,457,281,645,408
CHESS_LIVINGROOM_B_S_frame_1765.jpg,1280,720,hand,284,317,503,439
CHESS_OFFICE_T_H_frame_0763.jpg,1280,720,hand,506,276,869,468
CHESS_OFFICE_T_H_frame_0763.jpg,1280,720,hand,631,136,802,262
CHESS_OFFICE_T_H_frame_0763.jpg,1280,720,hand,468,147,600,250
PUZZLE_OFFICE_H_B_frame_0092.jpg,1280,720,hand,226,676,354,718
PUZZLE_OFFICE_H_B_frame_0092.jpg,1280,720,hand,602,605,833,719
PUZZLE_OFFICE_H_B_frame_0092.jpg,1280,720,hand,681,189,827,336
PUZZLE_OFFICE_H_B_frame_0092.jpg,1280,720,hand,282,151,437,287
CARDS_COURTYARD_T_B_frame_1550.jpg,1280,720,hand,254,491,522,710
CARDS_COURTYARD_T_B_frame_1550.jpg,1280,720,hand,540,578,762,718
CARDS_COURTYARD_T_B_frame_1550.jpg,1280,720,hand,647,276,796,514
CARDS_COURTYARD_T_B_frame_1550.jpg,1280,720,hand,448,351,713,572
JENGA_COURTYARD_H_B_frame_1097.jpg,1280,720,hand,499,273,800,714
JENGA_COURTYARD_H_B_frame_1097.jpg,1280,720,hand,764,392,870,540
JENGA_COURTYARD_H_B_frame_1097.jpg,1280,720,hand,395,362,505,523
PUZZLE_LIVINGROOM_B_T_frame_0656.jpg,1280,720,hand,649,436,997,666
PUZZLE_LIVINGROOM_B_T_frame_0656.jpg,1280,720,hand,260,353,553,498
PUZZLE_LIVINGROOM_B_T_frame_0656.jpg,1280,720,hand,3,401,100,597
CARDS_COURTYARD_T_B_frame_1672.jpg,1280,720,hand,259,584,542,717
CARDS_COURTYARD_T_B_frame_1672.jpg,1280,720,hand,754,440,1033,712
CARDS_COURTYARD_T_B_frame_1672.jpg,1280,720,hand,614,250,792,362
CARDS_COURTYARD_T_B_frame_1672.jpg,1280,720,hand,456,231,609,362
CHESS_LIVINGROOM_S_B_frame_2132.jpg,1280,720,hand,2,442,368,718
CHESS_LIVINGROOM_S_B_frame_2132.jpg,1280,720,hand,968,638,1229,717
CHESS_LIVINGROOM_S_B_frame_2132.jpg,1280,720,hand,774,237,1006,398
CHESS_LIVINGROOM_S_B_frame_2132.jpg,1280,720,hand,518,246,781,369
CARDS_LIVINGROOM_H_S_frame_1833.jpg,1280,720,hand,2,629,120,719
CARDS_LIVINGROOM_H_S_frame_1833.jpg,1280,720,hand,845,410,1135,713
CARDS_LIVINGROOM_H_S_frame_1833.jpg,1280,720,hand,486,410,653,542
CHESS_LIVINGROOM_S_B_frame_1734.jpg,1280,720,hand,659,246,895,376
CHESS_LIVINGROOM_S_B_frame_1734.jpg,1280,720,hand,437,239,666,361
PUZZLE_LIVINGROOM_B_T_frame_1585.jpg,1280,720,hand,603,553,935,717
PUZZLE_LIVINGROOM_B_T_frame_1585.jpg,1280,720,hand,274,377,565,516
PUZZLE_LIVINGROOM_B_T_frame_1585.jpg,1280,720,hand,2,351,125,585
PUZZLE_COURTYARD_S_B_frame_0453.jpg,1280,720,hand,435,16,651,256
PUZZLE_COURTYARD_S_B_frame_0453.jpg,1280,720,hand,1,4,166,248
JENGA_LIVINGROOM_H_B_frame_2035.jpg,1280,720,hand,744,497,940,643
JENGA_LIVINGROOM_H_B_frame_2035.jpg,1280,720,hand,238,439,414,627
PUZZLE_LIVINGROOM_T_B_frame_1542.jpg,1280,720,hand,7,365,349,658
PUZZLE_LIVINGROOM_T_B_frame_1542.jpg,1280,720,hand,481,523,1201,717
PUZZLE_LIVINGROOM_T_B_frame_1542.jpg,1280,720,hand,468,3,763,179
PUZZLE_LIVINGROOM_T_B_frame_1542.jpg,1280,720,hand,102,32,436,208
CARDS_LIVINGROOM_H_S_frame_2440.jpg,1280,720,hand,323,633,475,719
CARDS_LIVINGROOM_H_S_frame_2440.jpg,1280,720,hand,609,563,991,719
CARDS_LIVINGROOM_H_S_frame_2440.jpg,1280,720,hand,694,370,888,495
CARDS_LIVINGROOM_H_S_frame_2440.jpg,1280,720,hand,310,392,472,613
JENGA_COURTYARD_H_B_frame_0993.jpg,1280,720,hand,586,553,811,718
JENGA_COURTYARD_H_B_frame_0993.jpg,1280,720,hand,669,286,808,417
JENGA_COURTYARD_H_B_frame_0993.jpg,1280,720,hand,296,2,497,125
CHESS_COURTYARD_T_B_frame_1132.jpg,1280,720,hand,90,704,276,718
CHESS_COURTYARD_T_B_frame_1132.jpg,1280,720,hand,753,190,898,307
CHESS_COURTYARD_T_B_frame_1132.jpg,1280,720,hand,403,169,572,308
CARDS_COURTYARD_H_S_frame_0763.jpg,1280,720,hand,236,545,589,719
CARDS_COURTYARD_H_S_frame_0763.jpg,1280,720,hand,499,453,806,719
CARDS_COURTYARD_H_S_frame_0763.jpg,1280,720,hand,528,201,674,299
CARDS_COURTYARD_H_S_frame_0763.jpg,1280,720,hand,404,222,536,322
PUZZLE_LIVINGROOM_T_B_frame_1667.jpg,1280,720,hand,14,295,324,702
PUZZLE_LIVINGROOM_T_B_frame_1667.jpg,1280,720,hand,316,272,1050,659
PUZZLE_LIVINGROOM_T_B_frame_1667.jpg,1280,720,hand,447,45,697,241
PUZZLE_LIVINGROOM_T_B_frame_1667.jpg,1280,720,hand,150,97,431,262
JENGA_OFFICE_T_H_frame_2169.jpg,1280,720,hand,720,699,813,719
JENGA_OFFICE_T_H_frame_2169.jpg,1280,720,hand,595,443,718,574
JENGA_OFFICE_T_H_frame_2169.jpg,1280,720,hand,337,216,480,358
JENGA_LIVINGROOM_H_B_frame_2533.jpg,1280,720,hand,819,685,952,718
JENGA_LIVINGROOM_H_B_frame_2533.jpg,1280,720,hand,368,495,542,685
PUZZLE_COURTYARD_B_S_frame_0588.jpg,1280,720,hand,867,616,1144,719
PUZZLE_COURTYARD_B_S_frame_0588.jpg,1280,720,hand,614,275,806,382
PUZZLE_COURTYARD_B_S_frame_0588.jpg,1280,720,hand,431,194,586,350
CARDS_COURTYARD_S_H_frame_0037.jpg,1280,720,hand,544,74,724,197
CARDS_COURTYARD_S_H_frame_0037.jpg,1280,720,hand,387,34,539,178
PUZZLE_LIVINGROOM_H_S_frame_0896.jpg,1280,720,hand,657,533,988,719
PUZZLE_LIVINGROOM_H_S_frame_0896.jpg,1280,720,hand,207,63,424,242
CARDS_OFFICE_H_T_frame_0233.jpg,1280,720,hand,67,481,436,718
CARDS_OFFICE_H_T_frame_0233.jpg,1280,720,hand,527,437,850,710
CARDS_OFFICE_H_T_frame_0233.jpg,1280,720,hand,518,94,680,177
CARDS_OFFICE_H_T_frame_0233.jpg,1280,720,hand,368,95,501,188
PUZZLE_OFFICE_S_T_frame_0245.jpg,1280,720,hand,100,367,400,687
PUZZLE_OFFICE_S_T_frame_0245.jpg,1280,720,hand,507,333,837,672
PUZZLE_OFFICE_S_T_frame_0245.jpg,1280,720,hand,753,97,1026,291
PUZZLE_OFFICE_S_T_frame_0245.jpg,1280,720,hand,498,76,629,276
CHESS_OFFICE_T_H_frame_0262.jpg,1280,720,hand,445,153,600,312
CARDS_COURTYARD_T_B_frame_1585.jpg,1280,720,hand,218,490,526,718
CARDS_COURTYARD_T_B_frame_1585.jpg,1280,720,hand,518,530,754,718
CARDS_COURTYARD_T_B_frame_1585.jpg,1280,720,hand,522,250,719,398
CARDS_COURTYARD_T_B_frame_1585.jpg,1280,720,hand,365,243,507,391
JENGA_COURTYARD_H_B_frame_1982.jpg,1280,720,hand,378,108,611,273
JENGA_COURTYARD_H_B_frame_1982.jpg,1280,720,hand,565,110,866,347
JENGA_COURTYARD_H_B_frame_1982.jpg,1280,720,hand,711,383,800,527
CHESS_COURTYARD_H_S_frame_2089.jpg,1280,720,hand,325,615,544,717
CHESS_COURTYARD_H_S_frame_2089.jpg,1280,720,hand,744,464,998,689
CHESS_COURTYARD_H_S_frame_2089.jpg,1280,720,hand,579,208,762,305
CHESS_COURTYARD_H_S_frame_2089.jpg,1280,720,hand,407,201,550,304
CARDS_COURTYARD_T_B_frame_0227.jpg,1280,720,hand,193,475,497,718
CARDS_COURTYARD_T_B_frame_0227.jpg,1280,720,hand,567,474,877,713
CARDS_COURTYARD_T_B_frame_0227.jpg,1280,720,hand,613,106,796,217
CARDS_COURTYARD_T_B_frame_0227.jpg,1280,720,hand,445,98,593,233
CHESS_OFFICE_S_B_frame_1606.jpg,1280,720,hand,609,180,812,320
CHESS_OFFICE_S_B_frame_1606.jpg,1280,720,hand,326,163,518,298
CARDS_LIVINGROOM_H_S_frame_1176.jpg,1280,720,hand,664,640,866,719
CARDS_LIVINGROOM_H_S_frame_1176.jpg,1280,720,hand,805,601,976,719
CARDS_LIVINGROOM_H_S_frame_1176.jpg,1280,720,hand,561,452,731,588
JENGA_COURTYARD_H_B_frame_2378.jpg,1280,720,hand,224,699,300,718
JENGA_COURTYARD_H_B_frame_2378.jpg,1280,720,hand,724,623,965,716
JENGA_COURTYARD_H_B_frame_2378.jpg,1280,720,hand,698,343,885,508
JENGA_COURTYARD_H_B_frame_2378.jpg,1280,720,hand,281,2,505,78
CHESS_COURTYARD_T_B_frame_1762.jpg,1280,720,hand,47,684,262,714
CHESS_COURTYARD_T_B_frame_1762.jpg,1280,720,hand,418,695,544,718
CHESS_COURTYARD_T_B_frame_1762.jpg,1280,720,hand,699,194,836,322
CHESS_COURTYARD_T_B_frame_1762.jpg,1280,720,hand,291,142,439,321
CARDS_LIVINGROOM_T_B_frame_2522.jpg,1280,720,hand,1,565,72,717
CARDS_LIVINGROOM_T_B_frame_2522.jpg,1280,720,hand,519,537,812,713
CARDS_LIVINGROOM_T_B_frame_2522.jpg,1280,720,hand,700,288,897,426
CARDS_LIVINGROOM_T_B_frame_2522.jpg,1280,720,hand,500,283,698,429
CARDS_OFFICE_S_B_frame_2145.jpg,1280,720,hand,350,601,583,717
CARDS_OFFICE_S_B_frame_2145.jpg,1280,720,hand,606,638,795,717
CARDS_OFFICE_S_B_frame_2145.jpg,1280,720,hand,604,167,788,258
CARDS_OFFICE_S_B_frame_2145.jpg,1280,720,hand,437,160,581,279
JENGA_OFFICE_T_H_frame_0543.jpg,1280,720,hand,342,696,415,718
JENGA_OFFICE_T_H_frame_0543.jpg,1280,720,hand,643,424,771,550
JENGA_OFFICE_T_H_frame_0543.jpg,1280,720,hand,639,233,755,482
CARDS_OFFICE_B_S_frame_0819.jpg,1280,720,hand,579,697,655,717
CARDS_OFFICE_B_S_frame_0819.jpg,1280,720,hand,625,527,887,718
CARDS_OFFICE_B_S_frame_0819.jpg,1280,720,hand,829,316,953,412
CARDS_OFFICE_B_S_frame_0819.jpg,1280,720,hand,696,278,808,382
PUZZLE_COURTYARD_T_H_frame_0661.jpg,1280,720,hand,1,525,438,718
PUZZLE_COURTYARD_T_H_frame_0661.jpg,1280,720,hand,537,555,889,718
PUZZLE_COURTYARD_T_H_frame_0661.jpg,1280,720,hand,448,6,637,174
CARDS_LIVINGROOM_T_B_frame_0225.jpg,1280,720,hand,659,323,911,446
CARDS_LIVINGROOM_T_B_frame_0225.jpg,1280,720,hand,451,109,689,296
CHESS_OFFICE_T_H_frame_2312.jpg,1280,720,hand,181,635,389,716
CHESS_OFFICE_T_H_frame_2312.jpg,1280,720,hand,374,668,579,716
CHESS_OFFICE_T_H_frame_2312.jpg,1280,720,hand,616,123,754,209
CHESS_OFFICE_T_H_frame_2312.jpg,1280,720,hand,250,150,431,326
PUZZLE_LIVINGROOM_H_S_frame_2279.jpg,1280,720,hand,457,267,691,620
CARDS_COURTYARD_H_S_frame_0199.jpg,1280,720,hand,240,592,495,719
CARDS_COURTYARD_H_S_frame_0199.jpg,1280,720,hand,535,566,816,719
CARDS_COURTYARD_H_S_frame_0199.jpg,1280,720,hand,520,218,656,314
CARDS_COURTYARD_H_S_frame_0199.jpg,1280,720,hand,358,247,493,345
CARDS_LIVINGROOM_S_H_frame_0321.jpg,1280,720,hand,412,705,455,718
CARDS_LIVINGROOM_S_H_frame_0321.jpg,1280,720,hand,559,650,788,718
CARDS_LIVINGROOM_S_H_frame_0321.jpg,1280,720,hand,512,224,703,335
CARDS_LIVINGROOM_S_H_frame_0321.jpg,1280,720,hand,306,201,501,326
JENGA_LIVINGROOM_H_B_frame_0880.jpg,1280,720,hand,625,386,792,528
JENGA_LIVINGROOM_H_B_frame_0880.jpg,1280,720,hand,327,400,456,549
JENGA_COURTYARD_H_B_frame_0425.jpg,1280,720,hand,677,299,779,402
JENGA_COURTYARD_H_B_frame_0425.jpg,1280,720,hand,404,322,472,447
CHESS_COURTYARD_H_S_frame_0718.jpg,1280,720,hand,472,297,639,390
CHESS_COURTYARD_H_S_frame_0718.jpg,1280,720,hand,225,72,394,256
JENGA_LIVINGROOM_B_H_frame_1203.jpg,1280,720,hand,37,606,381,719
JENGA_LIVINGROOM_B_H_frame_1203.jpg,1280,720,hand,760,535,1028,719
JENGA_LIVINGROOM_B_H_frame_1203.jpg,1280,720,hand,735,248,900,468
JENGA_LIVINGROOM_B_H_frame_1203.jpg,1280,720,hand,289,233,475,412
JENGA_OFFICE_S_B_frame_2252.jpg,1280,720,hand,606,555,629,613
JENGA_OFFICE_S_B_frame_2252.jpg,1280,720,hand,293,216,581,370
CARDS_COURTYARD_H_S_frame_2387.jpg,1280,720,hand,172,520,440,719
CARDS_COURTYARD_H_S_frame_2387.jpg,1280,720,hand,517,313,881,583
CARDS_COURTYARD_H_S_frame_2387.jpg,1280,720,hand,566,200,712,304
CARDS_COURTYARD_H_S_frame_2387.jpg,1280,720,hand,428,217,552,336
CARDS_LIVINGROOM_T_B_frame_2506.jpg,1280,720,hand,7,508,192,714
CARDS_LIVINGROOM_T_B_frame_2506.jpg,1280,720,hand,472,405,732,599
CARDS_LIVINGROOM_T_B_frame_2506.jpg,1280,720,hand,738,387,914,528
CARDS_LIVINGROOM_T_B_frame_2506.jpg,1280,720,hand,530,376,742,494
CHESS_LIVINGROOM_H_T_frame_0588.jpg,1280,720,hand,1,568,245,718
CHESS_LIVINGROOM_H_T_frame_0588.jpg,1280,720,hand,1044,553,1279,718
CHESS_LIVINGROOM_H_T_frame_0588.jpg,1280,720,hand,825,303,1014,494
CHESS_LIVINGROOM_H_T_frame_0588.jpg,1280,720,hand,190,229,450,464
JENGA_OFFICE_B_S_frame_1997.jpg,1280,720,hand,816,665,1014,714
JENGA_OFFICE_B_S_frame_1997.jpg,1280,720,hand,745,440,849,588
JENGA_OFFICE_B_S_frame_1997.jpg,1280,720,hand,455,423,561,563
JENGA_COURTYARD_H_B_frame_1348.jpg,1280,720,hand,635,703,728,718
JENGA_COURTYARD_H_B_frame_1348.jpg,1280,720,hand,679,318,828,457
JENGA_COURTYARD_H_B_frame_1348.jpg,1280,720,hand,340,195,442,371
CARDS_COURTYARD_H_S_frame_1830.jpg,1280,720,hand,202,533,504,719
CARDS_COURTYARD_H_S_frame_1830.jpg,1280,720,hand,712,406,945,637
CARDS_COURTYARD_H_S_frame_1830.jpg,1280,720,hand,553,228,691,328
CARDS_COURTYARD_H_S_frame_1830.jpg,1280,720,hand,413,240,543,349
PUZZLE_OFFICE_S_T_frame_2673.jpg,1280,720,hand,730,676,919,718
PUZZLE_OFFICE_S_T_frame_2673.jpg,1280,720,hand,833,229,1077,466
PUZZLE_OFFICE_S_T_frame_2673.jpg,1280,720,hand,514,177,680,433
JENGA_OFFICE_T_H_frame_0612.jpg,1280,720,hand,319,680,427,719
JENGA_OFFICE_T_H_frame_0612.jpg,1280,720,hand,475,708,589,719
JENGA_OFFICE_T_H_frame_0612.jpg,1280,720,hand,696,371,774,532
JENGA_OFFICE_T_H_frame_0612.jpg,1280,720,hand,579,229,731,511
JENGA_LIVINGROOM_H_B_frame_1570.jpg,1280,720,hand,668,420,898,581
JENGA_LIVINGROOM_H_B_frame_1570.jpg,1280,720,hand,214,449,354,593
CHESS_OFFICE_S_B_frame_0992.jpg,1280,720,hand,598,361,976,652
CHESS_OFFICE_S_B_frame_0992.jpg,1280,720,hand,515,114,700,261
CHESS_OFFICE_S_B_frame_0992.jpg,1280,720,hand,344,71,518,179
CHESS_COURTYARD_S_H_frame_0573.jpg,1280,720,hand,581,573,1023,716
CHESS_COURTYARD_S_H_frame_0573.jpg,1280,720,hand,317,91,482,227
CHESS_COURTYARD_S_H_frame_0573.jpg,1280,720,hand,72,91,307,246
PUZZLE_COURTYARD_H_T_frame_2088.jpg,1280,720,hand,381,486,565,642
PUZZLE_COURTYARD_H_T_frame_2088.jpg,1280,720,hand,691,545,915,717
